IYEAR,NAME,DATETIME,LATITUDE,LONGITUDE,COMMODITY_SUBTYPE,FATAL,INJURE
2016,ENTERPRISE PRODUCTS OPERATING LLC,42638.84097,29.013562,-96.257299,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,"PLAINS PIPELINE, L.P.",42637.38542,31.13488,-102.188698,,,
2016,"BUCKEYE PARTNERS, LP",42636.54375,41.675883,-83.471285,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,"MAGELLAN AMMONIA PIPELINE, L.P.",42635.53333,36.29392,-96.20295,ANHYDROUS AMMONIA,,
2016,"CHAPARRAL ENERGY, LLC",42635.43264,36.202923,-100.920509,,,
2016,SUNOCO PIPELINE L.P.,42635.375,30.61829,-94.97073,,,
2016,"BUCKEYE PARTNERS, LP",42635.35903,40.803479,-84.802507,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,
2016,EXPLORER PIPELINE CO,42633.63889,30.84377614,-95.49514204,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,
2016,COLONIAL PIPELINE CO,42633.00347,33.85545,-84.62936,GASOLINE (NON-ETHANOL),,
2016,BP PIPELINE (NORTH AMERICA) INC.,42632.3125,35.989585,-96.5786369,,,
2016,"BUCKEYE PARTNERS, LP",42631.54167,27.8189044,-97.5079139,,,
2016,KINDER MORGAN CO2 CO. LP,42630.25,35.74395,-107.13165,,,
2016,"HILAND CRUDE, LLC",42629.62222,47.91906322,-104.0294472,,,
2016,"WESTERN REFINING PIPELINE, LLC",42628.50208,33.05193,-103.9874,,,
2016,"TEXSTAR MIDSTREAM LOGISTICS, LP",42624.8125,29.21194,-98.40472,,,
2016,SUNOCO PIPELINE L.P.,42623.71875,32.45279,-100.35862,,,
2016,COLONIAL PIPELINE CO,42622.46528,33.236374,-86.916634,GASOLINE (NON-ETHANOL),,
2016,ENTERPRISE CRUDE PIPELINE LLC,42621.08333,32.021534,-102.046952,,,
2016,SUNOCO PIPELINE L.P.,42620.52083,30.14044,-94.39876,,,
2016,"KINDER MORGAN LIQUID TERMINALS, LLC",42619.65972,40.52275,-74.25343,GASOLINE (NON-ETHANOL),,
2016,ENTERPRISE CRUDE PIPELINE LLC,42619.49306,33.569382,-98.716749,,,
2016,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC",42619.35417,31.821045,-106.209621,GASOLINE (NON-ETHANOL),,
2016,"KINDER MORGAN LIQUID TERMINALS, LLC",42618.57292,29.72979,-95.22212,GASOLINE (NON-ETHANOL),,
2016,"PLAINS PIPELINE, L.P.",42618.54653,32.01425,-102.00725,,,
2016,HARVEST PIPELINE COMPANY,42618.36806,29.3191,-89.8076,,,
2016,DCP MIDSTREAM,42613.69097,29.089664,-96.626644,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,"ONEOK NGL PIPELINE, LLC",42612.67014,36.774166,-97.756715,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,HARVEST PIPELINE COMPANY,42612.5625,28.408293,-98.212383,,,
2016,"MAGELLAN PIPELINE COMPANY, LP",42612.30208,44.15348,-94.06836,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,"KINDER MORGAN LIQUID TERMINALS, LLC",42611.42708,29.72536,-95.20334,GASOLINE (NON-ETHANOL),,
2016,"PLAINS PIPELINE, L.P.",42608.32639,32.481377,-94.83639,,,
2016,TRANSMONTAIGNE OPERATING COMPANY L.P.,42607.66319,31.647774,-89.528868,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,"MAGELLAN PIPELINE COMPANY, LP",42607.45,29.79637,-95.27905,,,
2016,NGL CRUDE TERMINALS,42607.25,35.940151,-96.714602,,,
2016,ENTERPRISE CRUDE PIPELINE LLC,42606.89583,32.016023,-102.015705,,,
2016,ENTERPRISE PRODUCTS OPERATING LLC,42605.82292,33.538716,-103.987485,OTHER HVL,,
2016,COLONIAL PIPELINE CO,42605.75,34.9175,-81.87417,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,IMTT-BAYONNE,42604.10417,40.650639,-74.118108,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,PHILLIPS 66 PIPELINE LLC,42601.45833,45.794368,-108.479145,GASOLINE (NON-ETHANOL),,
2016,PLANTATION PIPE LINE CO,42600.45833,30.549182,-91.164132,GASOLINE (NON-ETHANOL),,
2016,"SFPP, LP",42599.30556,34.059928,-117.366844,GASOLINE (NON-ETHANOL),,
2016,"DELEK LOGISTICS OPERATING, LLC.",42599.29514,33.34219,-92.70125,,,
2016,SUNOCO PIPELINE L.P.,42598.84792,40.456096,-78.402961,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,MOBIL  PIPE  LINE COMPANY,42598.17986,29.857514,-94.895203,OTHER HVL,,
2016,DIXIE PIPELINE COMPANY LLC,42597.91667,32.577172,-85.370262,OTHER HVL,,
2016,COLONIAL PIPELINE CO,42597.68958,29.90848,-94.01228,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,PHILLIPS 66 PIPELINE LLC,42597.40625,33.93594,-98.49067,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,WEST COAST TERMINAL PIPELINE  (WCTP),42596.11458,45.565381,-122.74288,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,TORRANCE VALLEY PIPELINE COMPANY LLC,42595.70833,35.435228,-119.682456,,,
2016,COLONIAL PIPELINE CO,42595.44583,29.90848,-94.01228,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,COLONIAL PIPELINE CO,42595.32569,30.4446,-92.29089,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,ENTERPRISE PRODUCTS OPERATING LLC,42595.17361,30.17253,-90.78807,OTHER HVL,,
2016,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",42595.11458,32.847106,-104.390717,GASOLINE (NON-ETHANOL),,
2016,COLONIAL PIPELINE CO,42594.45833,30.713929,-91.275048,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,
2016,DCP MIDSTREAM,42592.50139,29.337541,-96.678846,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,TESORO SOCAL PIPELINE COMPANY LLC,42592.38542,33.77754,-118.210091,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,"CRIMSON GULF, LLC",42592.35764,29.631459,-91.532241,,,
2016,"EQUISTAR CHEMICALS, L.P.",42591.77778,29.70158,-95.0414,OTHER HVL,,
2016,ENTERPRISE CRUDE PIPELINE LLC,42591.6125,33.347755,-98.726775,,,
2016,DCP MIDSTREAM,42591.5625,31.79952,-103.80908,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,MID - VALLEY PIPELINE CO,42591.38819,40.7076,-84.11739,,,
2016,"PLAINS PIPELINE, L.P.",42590.28125,32.533014,-103.545923,,,
2016,WEST TEXAS GULF PIPELINE CO,42590.25833,32.529914,-100.830396,,,
2016,ENTERPRISE CRUDE PIPELINE LLC,42588.54167,31.434858,-102.675917,,,
2016,SUNOCO PIPELINE L.P.,42587.73958,32.06854,-96.47929,,,
2016,"INTERCONTINENTAL TERMINAL COMPANY, LLC",42587.6875,30.483056,-91.20275,OTHER HVL,,
2016,ENERGY TRANSFER COMPANY,42587.64583,31.6777,-103.7683,,,
2016,EXXONMOBIL PIPELINE CO,42587.34375,45.77906,-108.485419,,,
2016,MARATHON PIPE LINE LLC,42585.64167,29.69438,-95.024946,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,"PLAINS MARKETING, L.P.",42584.70833,35.054,-119.3169,,,
2016,ENTERPRISE CRUDE PIPELINE LLC,42584.14583,29.758902,-95.143291,,,
2016,"MAGELLAN AMMONIA PIPELINE, L.P.",42583.72222,39.67171,-97.02436,ANHYDROUS AMMONIA,,
2016,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC",42582.53472,29.84136111,-95.07033333,OTHER HVL,,
2016,"PLAINS PIPELINE, L.P.",42581.54236,32.54426,-102.67448,,,
2016,ENTERPRISE PRODUCTS OPERATING LLC,42580.97014,30.592658,-96.100507,OTHER HVL,,
2016,TESORO SOCAL PIPELINE COMPANY LLC,42580.35556,33.863,-118.164425,,,
2016,"PLAINS PIPELINE, L.P.",42579.60069,33.76233,-118.10183,OTHER,,
2016,MARATHON PIPE LINE LLC,42579.56944,38.78777,-89.083319,,,
2016,HAWAII INDEPENDENT ENERGY,42579.45625,21.30438,-158.0937,GASOLINE (NON-ETHANOL),,
2016,"MEDALLION OPERATING COMPANY, LLC",42578.95833,32.01921,-102.013363,,,
2016,SUNOCO PIPELINE L.P.,42577.57292,36.13824,-96.02963,,,
2016,"NUSTAR LOGISTICS, L.P.",42577.40278,35.964394,-101.881696,GASOLINE (NON-ETHANOL),,
2016,ENTERPRISE PRODUCTS OPERATING LLC,42576.50069,29.766845,-95.012746,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,SUNOCO PIPELINE L.P.,42576.32292,32.06899,-96.47586,,,
2016,"BUCKEYE PARTNERS, LP",42573.80764,41.606561,-87.462351,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,PLANTATION PIPE LINE CO,42573.25,33.289744,-86.833862,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,
2016,SUNOCO PIPELINE L.P.,42571.65972,32.209977,-94.955487,,,
2016,SEADRIFT PIPELINE CORP,42571.64931,28.7692347,-96.5543421,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,MARATHON PIPE LINE LLC,42570.41667,29.857787,-94.898144,OTHER HVL,,
2016,EXXONMOBIL PIPELINE CO,42568.39583,29.74787,-95.0312,OTHER HVL,,
2016,"PLAINS PIPELINE, L.P.",42565.55069,32.008424,-102.013542,,,
2016,"SHELL PIPELINE CO., L.P.",42565.4875,30.0142962,-91.1162737,OTHER HVL,,
2016,"MAGELLAN PIPELINE COMPANY, LP",42565.34028,40.20069,-104.60941,,,
2016,DCP MIDSTREAM,42564.89722,31.83244,-104.24799,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,WILLIAMS FIELD SERVICES,42564.77431,39.67439,-101.33656,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,"DELEK CRUDE LOGISTICS, LLC.",42563.52083,33.034328,-96.202772,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,BHP BILLITON PETROLEUM (EAGLE FORD GATHERING) LLC,42563.5,28.29088,-98.90041,,,
2016,PLANTATION PIPE LINE CO,42557.77083,37.586723,-77.61972897,GASOLINE (NON-ETHANOL),,
2016,ENTERPRISE CRUDE PIPELINE LLC,42557.42708,33.80808,-98.54305,,,
2016,"VITOL MIDSTREAM, LLC",42557.41319,31.944422,-101.922341,,,
2016,SUNOCO PIPELINE L.P.,42556.625,30.01173,-94.40758,,,
2016,KINDER MORGAN WINK PIPELINE LLC ,42553.28472,31.769437,-103.177333,,,
2016,EXXONMOBIL PIPELINE CO,42552.38542,30.542863,-91.191888,GASOLINE (NON-ETHANOL),,
2016,ENTERPRISE PRODUCTS OPERATING LLC,42548.45833,39.484724,-84.222653,GASOLINE (NON-ETHANOL),,
2016,ENTERPRISE PRODUCTS OPERATING LLC,42548.40625,30.042394,-94.025905,GASOLINE (NON-ETHANOL),,
2016,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,42546.39375,39.772846,-91.565859,ANHYDROUS AMMONIA,,
2016,COLONIAL PIPELINE CO,42544.58056,29.88794,-93.99386,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,CRIMSON PIPELINE L.P.,42544.24653,34.283001,-119.25847,,,
2016,"ONEOK NGL PIPELINE, LLC",42543.39583,29.856513,-94.892601,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,"PLAINS MARKETING, L.P.",42541.83333,35.938719,-96.737218,,,
2016,"KURARAY AMERICA, INC. ",42541.625,29.623347,-95.04155,OTHER,,
2016,TESORO HIGH PLAINS PIPELINE COMPANY LLC,42541.41667,47.4593167,-102.5044111,,,
2016,"VITOL MIDSTREAM, LLC",42541.25,31.651352,-101.757395,,,
2016,"PLAINS PIPELINE, L.P.",42540.86458,28.524255,-99.221245,,,
2016,ENTERPRISE CRUDE PIPELINE LLC,42538.22708,30.671323,-95.988297,,,
2016,"PLAINS PIPELINE, L.P.",42536.72917,33.863326,-118.216752,,,
2016,CAMINO REAL GATHERING CO LLC,42535.60417,28.46343,-99.14065,,,
2016,HARVEST PIPELINE COMPANY,42535.27083,28.84754,-98.08785,,,
2016,SUNOCO PIPELINE L.P.,42534.78125,29.80955,-94.40048,,,
2016,EXXONMOBIL OIL CORP - WEST COAST,42533.58333,33.734846,-118.272297,OTHER,,
2016,"MAGELLAN PIPELINE COMPANY, LP",42532.57431,29.720014,-95.14234,,,
2016,"FRONT RANGE PIPELINE, LLC.",42531.33333,48.7134237,-112.354933,,,
2016,"PLAINS PIPELINE, L.P.",42530.56944,35.2482,-119.2748,,,
2016,"MAGELLAN PIPELINE COMPANY, LP",42528.5,30.72194,-96.05064,,,
2016,JAYHAWK PIPELINE LLC,42528.45694,39.06405,-99.12959,,,
2016,MARATHON PIPE LINE LLC,42528.3125,40.770458,-81.410174,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,SUNOCO PIPELINE L.P.,42527.64583,32.08145,-96.41445,,,
2016,ENTERPRISE CRUDE PIPELINE LLC,42527.47222,29.614404,-95.182757,,,
2016,WEST TEXAS GULF PIPELINE CO,42527.29167,32.15284,-97.37462,,,
2016,WOLVERINE PIPELINE CO,42524.5,42.352666,-86.138879,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,"KINDER MORGAN LIQUID TERMINALS, LLC",42524.04514,29.72979,-95.22212,GASOLINE (NON-ETHANOL),,
2016,EXXONMOBIL PIPELINE CO,42523.66667,29.72056,-95.13222,OTHER HVL,,
2016,WEST SHORE PIPELINE CO,42523.59722,41.801632,-87.795604,GASOLINE (NON-ETHANOL),,
2016,KINDER MORGAN WINK PIPELINE LLC ,42523.40625,31.852417,-104.557182,,,
2016,"MAGELLAN PIPELINE COMPANY, LP",42522.93056,29.79734,-95.27929,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,MID - VALLEY PIPELINE CO,42522.45833,41.2289,-83.63941,,,
2016,"SHELL PIPELINE CO., L.P.",42522.25694,35.439682,-118.99227,,,
2016,TESORO SOCAL PIPELINE COMPANY LLC,42521.31944,33.80313,-118.252843,,,
2016,"KINDER MORGAN LIQUID TERMINALS, LLC",42520.75,40.58513,-74.21226,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,SUNOCO PIPELINE L.P.,42517.54444,39.844773,-75.418525,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,"ONEOK NGL PIPELINE, LLC",42517.49653,31.155589,-95.807206,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,42515.81944,40.480804,-97.765209,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,ENTERPRISE CRUDE PIPELINE LLC,42515.72917,35.951482,-96.759629,,,
2016,"PLAINS PIPELINE, L.P.",42515.65903,33.4188,-99.3837,,,
2016,DIXIE PIPELINE COMPANY LLC,42515.29167,30.30867,-93.01369,OTHER HVL,,
2016,TESORO HIGH PLAINS PIPELINE COMPANY LLC,42514.57292,47.7606333,-104.3565111,,,
2016,"ONEOK NGL PIPELINE, LLC",42513.825,30.314425,-95.016202,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,"CHAPARRAL ENERGY, LLC",42513.52431,36.8480438,-96.35539,,,
2016,ENTERPRISE CRUDE PIPELINE LLC,42511.29861,28.949425,-95.430279,,,
2016,ENTERPRISE PRODUCTS OPERATING LLC,42510.59792,29.916355,-90.322616,OTHER HVL,,
2016,"SHELL PIPELINE CO., L.P.",42510.02431,37.72926,-121.55971,,,
2016,ENTERPRISE CRUDE PIPELINE LLC,42509.28125,32.019332,-102.016355,,,
2016,"KINDER MORGAN LIQUID TERMINALS, LLC",42507.53056,40.60614,-74.23521,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,
2016,"MAGELLAN TERMINALS HOLDINGS, LP",42506.25694,29.7474,-95.20457,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,"KOCH PIPELINE COMPANY, L.P.",42506.10764,27.829677,-97.197331,,,
2016,"MAGELLAN PIPELINE COMPANY, LP",42505.625,29.36557,-94.93976,,,
2016,PHILLIPS 66 PIPELINE LLC,42505.52431,29.715674,-95.178747,GASOLINE (NON-ETHANOL),,
2016,IMTT-BAYONNE,42504.52083,40.650953,-74.119835,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,"SHELL PIPELINE CO., L.P.",42503.51042,30.0166509,-90.844778,,,
2016,KINDER MORGAN CO2 CO. LP,42502.28542,33.96455,-104.58069,,,
2016,"BUCKEYE PARTNERS, LP",42501.39583,39.846972,-75.495014,GASOLINE (NON-ETHANOL),,
2016,ENTERPRISE CRUDE PIPELINE LLC,42500.58333,29.747375,-95.130697,,,
2016,"MAGELLAN AMMONIA PIPELINE, L.P.",42500.45833,37.64292,-98.84963,ANHYDROUS AMMONIA,,
2016,"MAGELLAN PIPELINE COMPANY, LP",42499.98611,41.56244,-93.52198,GASOLINE (NON-ETHANOL),,
2016,"SUMMIT MIDSTREAM PARTNERS, LLC",42498.38194,48.888796,-102.738899,,,
2016,KINDER MORGAN COCHIN LLC,42497.32292,47.0966335,-98.2676588,OTHER,,
2016,"COUNTRYMARK REFINING AND LOGISTICS, LLC",42496.62222,37.94261,-87.91559,,,
2016,"COUNTRYMARK REFINING AND LOGISTICS, LLC",42496.62222,37.94181,-87.90508,,,
2016,"BUCKEYE PARTNERS, LP",42496.60417,40.203877,-93.32611,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,THUMS LONG BEACH CO,42495.80208,33.758661,-118.203322,,,
2016,ENERGY TRANSFER COMPANY,42495.67778,32.090307,-101.8809,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,ENERGY TRANSFER COMPANY,42495.63542,30.684,-101.27111,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,PHILLIPS 66 PIPELINE LLC,42495.51181,38.008562,-103.499971,GASOLINE (NON-ETHANOL),,
2016,"MAGELLAN PIPELINE COMPANY, LP",42494.58333,36.13218,-96.0299,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,"PLAINS PIPELINE, L.P.",42491.29167,31.169097,-90.775614,,,
2016,ENTERPRISE CRUDE PIPELINE LLC,42488.58333,32.020434,-102.014998,,,
2016,ROSE ROCK MIDSTREAM L.P.,42488.44792,38.093693,-98.682561,,,
2016,IMTT-BAYONNE,42488.44444,40.657792,-74.091888,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,"ENLINK PROCESSING SERVICES, LLC",42486.30278,30.056628,-91.13616,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,ENERGY TRANSFER COMPANY,42484.98264,27.8125,-97.5036,,,
2016,DOW PIPELINE CO - CAYUSE,42484.20833,30.318509,-91.2576912,OTHER HVL,,
2016,WEST TEXAS GULF PIPELINE CO,42483.375,32.49829,-98.63621,,,
2016,PHILLIPS 66 PIPELINE LLC,42481.54861,33.404778,-102.751036,,,
2016,"MEDALLION OPERATING COMPANY, LLC",42481.27083,32.21265,-101.54602,,,
2016,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",42480.69236,32.756261,-102.719861,,,
2016,ALYESKA PIPELINE SERVICE CO,42480.60417,66.812823,-150.662681,,,
2016,"REPUBLIC MIDSTREAM, LLC",42480.46875,29.368056,-97.204444,,,
2016,"PLAINS PIPELINE, L.P.",42479.35764,32.0757,-103.67049,,,
2016,"PLAINS MARKETING, L.P.",42479.16667,30.0039,-90.8566,,,
2016,PHILLIPS 66 PIPELINE LLC,42476.97917,34.723949,-120.433842,,,
2016,MARATHON PIPE LINE LLC,42476.125,38.27373,-87.85166,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,COLONIAL PIPELINE CO,42475.75694,33.6594,-85.4649,GASOLINE (NON-ETHANOL),,
2016,ENTERPRISE CRUDE PIPELINE LLC,42475.46875,28.951037,-95.433298,,,
2016,ROSE ROCK MIDSTREAM L.P.,42474.54306,37.679044,-98.439387,,,
2016,HARVEST PIPELINE COMPANY,42472.45833,28.84642,-98.08712,,,
2016,KINDER MORGAN CRUDE AND CONDENSATE LLC,42472.36458,29.317764,-96.02161,OTHER,,
2016,"SHELL PIPELINE CO., L.P.",42471.92292,29.8567,-94.9945,,,
2016,"CHAPARRAL ENERGY, LLC",42470.79861,36.765308,-100.591781,,,
2016,KINDER MORGAN WINK PIPELINE LLC ,42466.39931,31.771673,-103.178171,,,
2016,TESORO LOGISTICS OPERATIONS LLC - GOLDEN EAGLE,42465.39583,38.026666,-122.098798,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,"KINDER MORGAN LIQUID TERMINALS, LLC",42464.64583,40.523327,-74.256013,GASOLINE (NON-ETHANOL),,
2016,JAYHAWK PIPELINE LLC,42464.58542,38.852094,-99.132413,,,
2016,TC OIL PIPELINE OPERATIONS INC,42462.52222,43.240356,-97.459258,,,
2016,EXPLORER PIPELINE CO,42460.78819,30.26632292,-95.35229277,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,DOUBLE EAGLE PIPELINE LLC,42460.63056,28.510104,-99.223506,OTHER,,
2016,BUTTE PIPELINE CO,42460.20833,42.22588,-104.69196,,,
2016,ENBRIDGE STORAGE (CUSHING) L.L.C.,42458.35417,35.95837,-96.754056,,,
2016,"MAGELLAN PIPELINE COMPANY, LP",42457.61806,42.53743,-96.3568,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,"PLAINS PIPELINE, L.P.",42457.33333,42.20813,-104.51255,,,
2016,"CHAPARRAL ENERGY, LLC",42456.36806,36.4740589,-100.5947114,,,
2016,"MARKWEST LIBERTY MIDSTREAM & RESOURCES, LLC",42452.81875,40.265185,-80.259891,OTHER HVL,,
2016,ENTERPRISE PRODUCTS OPERATING LLC,42452.47917,30.004722,-94.057583,,,
2016,"SFPP, LP",42452.4375,38.004227,-122.055465,GASOLINE (NON-ETHANOL),,
2016,MARATHON PIPE LINE LLC,42451.27778,31.166,-90.7764,,,
2016,"MAGELLAN PIPELINE COMPANY, LP",42450.80556,46.9803,-96.88275,GASOLINE (NON-ETHANOL),,
2016,"PLAINS PIPELINE, L.P.",42450.41667,42.20813,-104.51255,,,
2016,PHILLIPS 66 PIPELINE LLC,42449.88681,33.787393,-102.520163,,,
2016,"SUMMIT MIDSTREAM PARTNERS, LLC",42447.45139,48.85108984,-103.0229941,,,
2016,COLONIAL PIPELINE CO,42446.34514,32.70464,-88.18612,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,ENTERPRISE PRODUCTS OPERATING LLC,42445.07222,29.701113,-94.967825,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,BP PIPELINE (NORTH AMERICA) INC.,42443.5,41.414332,-87.988991,,,
2016,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",42441.58333,47.68973,-95.41198,,,
2016,CITGO PRODUCTS PIPELINE CO,42440.60417,29.977871,-94.811151,OTHER HVL,,
2016,ENBRIDGE STORAGE (CUSHING) L.L.C.,42440.35417,35.9585,-96.75978,,,
2016,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,42439.84861,41.187143,-91.70938,ANHYDROUS AMMONIA,,
2016,"BUCKEYE PARTNERS, LP",42439.72569,40.657443,-73.899931,GASOLINE (NON-ETHANOL),,
2016,KINDER MORGAN WINK PIPELINE LLC ,42438.38542,31.8029,-103.81378,,,
2016,"SHELL PIPELINE CO., L.P.",42437.93472,35.529177,-119.808998,,,
2016,"ONEOK NGL PIPELINE, LLC",42436.55208,29.845934,-94.908022,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,ENTERPRISE PRODUCTS OPERATING LLC,42435.19792,32.18726,-94.25998,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,"BUCKEYE PARTNERS, LP",42434.43056,40.620667,-75.570108,GASOLINE (NON-ETHANOL),,
2016,SUNOCO PIPELINE L.P.,42432.38542,31.79747,-94.14222,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,ENTERPRISE PRODUCTS OPERATING LLC,42429.84375,30.013719,-94.053796,OTHER HVL,,
2016,COLONIAL PIPELINE CO,42429.58333,33.975062,-83.898977,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,
2016,TESORO SOCAL PIPELINE COMPANY LLC,42428.68958,33.77596,-118.213997,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,
2016,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,42426.78472,41.258087,-91.792114,ANHYDROUS AMMONIA,,
2016,ROSE ROCK MIDSTREAM L.P.,42424.59028,37.680384,-98.428468,,,
2016,IMTT-BAYONNE,42424.41667,40.65728842,-74.11015157,GASOLINE (NON-ETHANOL),,
2016,IMTT-BAYONNE,42424.41667,40.6581344,-74.10840926,GASOLINE (NON-ETHANOL),,
2016,DIXIE PIPELINE COMPANY LLC,42424.16528,30.26667,-93.38114,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,
2016,"OHIO RIVER VALLEY PIPELINE, LLC",42423.87361,40.4840972,-81.9952417,,,
2016,"BUCKEYE PARTNERS, LP",42423.05208,39.846715,-75.256348,GASOLINE (NON-ETHANOL),,
2016,KINDER MORGAN CO2 CO. LP,42422.66667,37.471,-108.7912,,,
2016,IMTT-BAYONNE,42422.51736,40.66506,-74.10953,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,ENTERPRISE CRUDE PIPELINE LLC,42422.45833,34.2021,-97.49,,,
2016,ENTERPRISE CRUDE PIPELINE LLC,42422.3125,35.940183,-96.745663,,,
2016,"BUCKEYE PARTNERS, LP",42420.54167,40.61154,-74.24035,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,
2016,"KINDER MORGAN LIQUID TERMINALS, LLC",42419.375,40.59064,-74.21945,GASOLINE (NON-ETHANOL),,
2016,ENTERPRISE PRODUCTS OPERATING LLC,42418.82292,29.7961139,-90.0150778,OTHER HVL,,
2016,"PLAINS MARKETING, L.P.",42417.98264,35.938355,-96.740879,,,
2016,MARATHON PIPE LINE LLC,42417.4375,39.632574,-87.284057,,,
2016,ROSE ROCK MIDSTREAM L.P.,42416.73264,37.680384,-98.428468,,,
2016,"MAGELLAN PIPELINE COMPANY, LP",42416.60417,43.54566,-96.79346,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,
2016,"GENESIS PIPELINE USA, L.P.",42416.50347,31.870006,-89.678549,,,
